69
1, 2, 0.0005,0.0012, 0, 1, 0, 0, 0, 0, 1, -360, 360
2, 3, 0.0005,0.0012, 0, 1, 0, 0, 0, 0, 1, -360, 360
3, 4, 0.0001,0.0001, 0, 1, 0, 0, 0, 0, 1, -360, 360
4, 5, 0.0015,0.0036, 0, 1, 0, 0, 0, 0, 1, -360, 360
5, 6, 0.0251,0.0294, 0, 1, 0, 0, 0, 0, 1, -360, 360
6, 7, 0.3660,0.1864, 0, 1, 0, 0, 0, 0, 1, -360, 360
7, 8, 0.3811,0.1941, 0, 1, 0, 0, 0, 0, 1, -360, 360
8, 9, 0.0922,0.0470, 0, 1, 0, 0, 0, 0, 1, -360, 360
9, 10,0.0493,0.0251, 0, 1, 0, 0, 0, 0, 1, -360, 360
10,11,0.0922,0.0470, 0, 1, 0, 0, 0, 0, 1, -360, 360
11,12,0.1872,0.0619, 0, 1, 0, 0, 0, 0, 1, -360, 360
12,13,0.7114,0.2351, 0, 1, 0, 0, 0, 0, 1, -360, 360
13,14,1.0300,0.3400, 0, 1, 0, 0, 0, 0, 1, -360, 360
14,15,1.0440,0.3450, 0, 1, 0, 0, 0, 0, 1, -360, 360
15,16,1.0580,0.3496, 0, 1, 0, 0, 0, 0, 1, -360, 360
16,17,0.1966,0.0650, 0, 1, 0, 0, 0, 0, 1, -360, 360
17,18,0.3744,0.1238, 0, 1, 0, 0, 0, 0, 1, -360, 360
18,19,0.0047,0.0016, 0, 1, 0, 0, 0, 0, 1, -360, 360
19,20,0.3276,0.1083, 0, 1, 0, 0, 0, 0, 1, -360, 360 
20,21,0.2106,0.0696, 0, 1, 0, 0, 0, 0, 1, -360, 360 
21,22,0.3416,0.1129, 0, 1, 0, 0, 0, 0, 1, -360, 360 
22,23,0.0140,0.0046, 0, 1, 0, 0, 0, 0, 1, -360, 360 
23,24,0.1591,0.0526, 0, 1, 0, 0, 0, 0, 1, -360, 360 
24,25,0.3463,0.1145, 0, 1, 0, 0, 0, 0, 1, -360, 360 
25,26,0.7488,0.2475, 0, 1, 0, 0, 0, 0, 1, -360, 360 
26,27,0.3089,0.1021, 0, 1, 0, 0, 0, 0, 1, -360, 360 
27,28,0.1732,0.0572, 0, 1, 0, 0, 0, 0, 1, -360, 360 
3,29,0.0044,0.0108, 0, 1, 0, 0, 0, 0, 1, -360, 360 
29,30,0.0640,0.1565, 0, 1, 0, 0, 0, 0, 1, -360, 360 
30,31,0.3978,0.1315, 0, 1, 0, 0, 0, 0, 1, -360, 360 
31,32,0.0702,0.0232, 0, 1, 0, 0, 0, 0, 1, -360, 360 
32,33,0.3510,0.1160, 0, 1, 0, 0, 0, 0, 1, -360, 360 
33,34,0.8390,0.2816, 0, 1, 0, 0, 0, 0, 1, -360, 360 
34,35,1.7080,0.5646, 0, 1, 0, 0, 0, 0, 1, -360, 360 
35,36,1.4740,0.4870, 0, 1, 0, 0, 0, 0, 1, -360, 360 
4,37,0.0044,0.0108, 0, 1, 0, 0, 0, 0, 1, -360, 360  
37,38,0.0640,0.1565, 0, 1, 0, 0, 0, 0, 1, -360, 360  
38,39,0.1053,0.1230, 0, 1, 0, 0, 0, 0, 1, -360, 360  
39,40,0.0304,0.0305, 0, 1, 0, 0, 0, 0, 1, -360, 360 
