70
1, 3, 0,      0, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
2, 1, 0,      0, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
3, 1, 0,      0, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
4, 1, 0,      0, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
5, 1, 0,      0, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
6, 1, 0,      0, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
7, 1, 0.0026, 0.0022, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
8, 1, 0.0404, 0.0300, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
9, 1, 0.0750, 0.0540, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
10, 1,0.0300, 0.0220, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
11, 1,0.0280, 0.0190, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
12, 1,0.1450, 0.1040, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
13, 1,0.1450, 0.1040, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
14, 1,0.0080, 0.0055, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
15, 1,0.0080, 0.0055, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
16, 1,0.0000, 0.0000, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
17, 1,0.0455, 0.0300, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
18, 1,0.0600, 0.0350, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
19, 1,0.0600, 0.0350, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
20, 1,0.0000, 0.0000, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
21, 1,0.0010, 0.0006, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
22, 1,0.1140, 0.0810, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
23, 1,0.0053, 0.0035, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
24, 1,0.0000, 0.0000, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
25, 1,0.0280, 0.0200, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
26, 1,0.0000, 0.0000, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
27, 1,0.0140, 0.0100, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
28, 1,0.0140, 0.0100, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
29, 1,0.0260, 0.0186, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
30, 1,0.0260, 0.0186, 0, 0, 1, 1, 0, 1, 1, 1.1, 0.93
